PaperID,TraditionalLabel,TraditionalConfidence,AuditLabel,MismatchFlag,AuditRationale,EvidenceSentences
22984610,opposing,1.000000,unclear,0,No evidence sentence available.,
33895119,opposing,0.999086,neutral,1,"supportive=0, opposing=0, neutral=1; dominant=neutral","However, for the implementation of a vitamin D based cancer therapy the increased deactivation of calcitriol in cancer cells by overexpressed CYP24A1 hydroxylase should be suppressed. || Herein, we investigated the impact of genistein, biochanin A, formonentin and kaempferol on the expression of the CYP24A1 gene induced by calcitriol in hepatocellular cancer cells Huh7 under normoxia (21%O2) or hypoxia (1%O2)."
38923554,opposing,0.999997,unclear,0,Conflicting cues with no dominant stance signal.,"Noteworthy contraindicated co-medications include rifamycins, carbamazepine, phenytoin, flucloxacillin and griseofulvin, which induce CYP3A4 and/or UGT1A1, causing clinically significant reduced concentrations of rilpivirine and/or cabotegravir. || Noteworthy contraindicated co-medications include rifamycins, carbamazepine, phenytoin, flucloxacillin and griseofulvin, which induce CYP3A4 and/or UGT1A1, causing clinically significant reduced concentrations of rilpivirine and/or cabotegravir."
31145690,neutral,0.999905,unclear,0,No evidence sentence available.,
21602517,supportive,0.999997,supportive,0,"supportive=2, opposing=0, neutral=1; dominant=supportive","The effects of inhibition or induction of CYP3A4 on single oral dose ruxolitinib pharmacokinetics (PK) and pharmacodynamics (PD) were evaluated in healthy volunteers. || The effects of inhibition or induction of CYP3A4 on single oral dose ruxolitinib pharmacokinetics (PK) and pharmacodynamics (PD) were evaluated in healthy volunteers. || Coadministration of ketoconazole (a potent CYP3A4 inhibitor) and erythromycin (a moderate CYP3A4 inhibitor) increased total ruxolitinib plasma exposure (AUC(0-∞)) by 91% and 27%, respectively, and ruxolitinib PD, as measured by the inhibition of interleukin (IL)-6-stimulated STAT3 phosphorylation in whole blood, was generally consistent with the PK observed. || Pretreatment with rifampin, a potent CYP3A4 inducer, decreased ruxolitinib AUC(0-∞) by 71% while resulting in only a 10% decrease in the overall PD activity."
41148123,neutral,1.000000,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral",OBJECTIVES: This study investigated CYP3A4-mediated pharmacokinetic interactions between ruxolitinib (JAK1/2 inhibitor for steroid-refractory acute and chronic graft-versus-host disease) and posaconazole (antifungal prophylaxis in haematological malignancies) to inform clinical dosing strategies.
34505930,neutral,0.999826,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive",CONCLUSION: Ruxolitinib exposure is increased in GvHD patients in comparison to myelofibrosis patients due to reduced clearance and comedication with CYP3A4 or CYP2C9 inhibitors.
31324935,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",Dual inhibitors of these enzymes (like fluconazole) lead to increased ruxolitinib exposure relative to a single pathway inhibition of CYP3A4 or CYP2C9.
32393428,opposing,1.000000,unclear,0,No evidence sentence available.,
31560202,opposing,0.999994,opposing,0,"supportive=0, opposing=2, neutral=0; dominant=opposing","However, genetic polymorphisms in CYP3A4 cause wide variability in individuals' responses to brexpiprazole, leading to unpredictable adverse side effects or even therapeutic failure."
34148241,neutral,0.999998,unclear,0,No evidence sentence available.,
9602961,supportive,0.999999,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive",Cimetidine likely caused this decrease in sulfamethoxazole hydroxylamine excretion through inhibition of CYP3A4.
12906753,neutral,0.999856,unclear,0,No evidence sentence available.,
11049910,supportive,0.997095,unclear,0,No evidence sentence available.,
11673750,supportive,0.997095,unclear,0,No evidence sentence available.,
16445592,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","In this study we have investigated the interaction between the CYP3A4 metabolite of ropivacaine, 2',6'-pipecoloxylidide (PPX), and premedication with, i.e., psychotropic and antianxiety agents (diazepam, midazolam), hypnotics (thiamylal), local anaesthetics (lidocaine), depolarizing muscular relaxants (vecuronium), antihypertensive (clonidine) and H(2)-receptor antagonist (cimetidine) using human liver microsomes in vitro."
7832304,neutral,0.999998,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Ropivacaine N-dealkylation and 3'-hydroxylation activities correlated well with the level of CYP3A4 and 1A2 in human hepatic microsomes, respectively."
24671884,supportive,0.999999,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",The new models were validated by showing improved predictions of the systemic clearances of ropivacaine (major CYP1A2 substrate; minor CYP3A4 substrate) and alfentanil (major CYP3A4 substrate) compared with those using a previous ontogeny function based on in vitro data (alfentanil: mean squared prediction error 3.0 vs.
14551175,neutral,0.999905,unclear,0,No evidence sentence available.,
17883958,supportive,0.997095,unclear,0,No evidence sentence available.,
40143036,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Results: The PBPK model successfully predicted exposure to parent and metabolites in adults and pediatrics, incorporating competitive and mechanism-based inhibition of CYP2C19 and CYP3A4 by omeprazole and its metabolites."
24252529,supportive,0.997675,unclear,0,Conflicting cues with no dominant stance signal.,"Coadministration of RPV with drugs that increase gastric pH, such as omeprazole, or those inducing CYP3A4, such as rifampicin, can significantly reduce RPV concentrations and is contraindicated."
22451032,supportive,0.986475,supportive,0,"supportive=2, opposing=0, neutral=1; dominant=supportive",Three clinical studies investigated the interaction showing simvastatin (CYP3A4 substrate) bioavailability reduced by TCZ and omeprazole bioavailability was decreased by TCZ-induced CYP2C19 activity. || Three clinical studies investigated the interaction showing simvastatin (CYP3A4 substrate) bioavailability reduced by TCZ and omeprazole bioavailability was decreased by TCZ-induced CYP2C19 activity.
41674315,supportive,1.000000,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","Letrozole demonstrated direct inhibition of CYP3A4, reducing the formation of abemaciclib's main metabolites."
38788907,neutral,1.000000,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","BACKGROUND: Letrozole, an aromatase inhibitor metabolised via CYP2A6 and CYP3A4/5 enzymes, is used as adjuvant therapy for women with hormone receptor (HR)-positive early breast cancer."
39933681,supportive,0.999821,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","Results showed that letrozole significantly inhibited CYP3A4-mediated abemaciclib metabolism, reduced its clearance and increased its area under the blood concentration-time curve (AUC) and maximum blood concentration (Cmax) through mixed inhibition. || Kinetic simulations revealed that the CYP3A4.28 variant formed a stable complex with letrozole, enhancing inhibition, while the CYP3A4.30 variant lost catalytic activity."
20609060,neutral,0.995966,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive","OBJECTIVES: Nateglinide is metabolized by CYP2C9 and CYP3A4, therefore drug-drug interactions through cytochrome P450 (CYP) inhibition may occur. || The influence of pre-incubation on the inhibition by nateglinide of CYP3A4, CYP2C9 and CYP2C19 was examined."
14718607,supportive,1.000000,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",The intracellular concentration of saquinavir was estimated from the degree of inhibition of CYP3A4 catalytic activity (midazolam 1'-hydroxylation).
10583025,opposing,1.000000,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive","CONCLUSIONS: Grapefruit juice components inhibit CYP3A4-mediated saquinavir metabolism and also modulate, to a limited extent, P-gp mediated saquinavir transport in Caco-2 cell monolayers."
36903363,supportive,0.998077,unclear,0,No evidence sentence available.,
10930961,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",CONCLUSIONS: These results indicate that both saquinavir and ritonavir modify the pharmacokinetics of sildenafil presumably through inhibition of CYP3A4.
30815689,neutral,0.999988,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral",CYP3A4*22 rs35599367 was associated with higher plasma tenofovir alafenamide AUC0-24 at day 56.
23987740,opposing,0.999998,unclear,0,No evidence sentence available.,
15304522,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","With the exception of phenelzine, glutathione and superoxide dismutase failed to protect CYP2C8 (recombinant and HLMs) or CYP3A4 from inactivation by MBIs."
28674251,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Since CYP2C9 is a polymorphic enzyme, we investigated the effect of DDI via CYP2C9, CYP3A4, and CYP2C8 on fluvastatin pharmacokinetics by using a validated prediction method in relation to CYP2C9 variants."
21291779,opposing,1.000000,unclear,0,Conflicting cues with no dominant stance signal.,"Further studies are also needed to determine whether concomitant administration of a non-CYP3A4-metabolized statin (such as fluvastatin, pravastatin, or rosuvastatin) with a CYP3A4 inhibitor, may reduce adverse event rates in routine clinical practice."
23776402,neutral,0.737583,unclear,0,Conflicting cues with no dominant stance signal.,"The effect of fluvastatin on P-glycoprotein and CYP3A4 activity was evaluated. || Fluvastatin inhibited CYP3A4 activity in a concentration-dependent manner with a 50% inhibition concentration(IC50) of 4.1 µM and P-gp activity. || Fluvastatin enhanced the oral BA of repaglinide, which may be mainly attributable to the inhibition of the CYP3A4-mediated metabolism of repaglinide in the small intestine and/or liver, to the inhibition of the P-gp efflux transporter in the small intestine and/or to the reduction of TBC of repaglinide by fluvastatin."
34903590,opposing,0.999998,unclear,0,No evidence sentence available.,
8689812,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Inhibition of CYP3A4-mediated metabolism probably explains the increased toxicity of lovastatin caused not only by itraconazole but also by cyclosporine, erythromycin, and other inhibitors of CYP3A4."
18302447,neutral,1.000000,neutral,0,"supportive=0, opposing=0, neutral=2; dominant=neutral","OBJECTIVE: To evaluate the incidence and clinical consequences of the use of lovastatin or simvastatin with concomitant CYP3A4 inhibitors and inducers, and with fibrates. || CONCLUSION: Although the pharmacokinetic interactions between lovastatin or simvastatin and CYP3A4 inhibitors and inducers are substantial, their clinical relevance seems to be limited, at least with lower statin doses."
31505985,opposing,0.983804,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive","The oral bioavailability of lovastatin and lovastatin acid after oral administration of lovastatin solid dispersion with 10 mg/kg kaempferol (CYP3A4 inhibitor) were increased about 3.79-fold and 2.51-fold than that of lovastatin suspension, and the absolute bioavailability of lovastatin was up to 33.0%.As a result, co-administration of lovastatin solid dispersion with kaempferol could be a promising delivery system to improve the oral bioavailability of lovastatin."
40098621,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",This study utilized molecular docking analysis to provide additional evidence supporting the competitive inhibition of luteolin on vandetanib in CYP3A4.
31295928,neutral,0.999998,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral",CYP3A4/FMO-activities significantly correlated with the formation of N-desmethylvandetanib/ vandetanib-N-oxide.
21410294,opposing,1.000000,neutral,1,"supportive=0, opposing=1, neutral=2; dominant=neutral","OBJECTIVE: The aim of this study was to investigate the effects of a potent CYP3A4 inducer, rifampicin (Study A), and a potent CYP3A4 inhibitor, itraconazole (Study B), on the pharmacokinetics of a single 300 mg dose of vandetanib in healthy subjects. || It is unlikely that coadministration of vandetanib and potent CYP3A4 inhibitors will need to be contraindicated."
28345929,supportive,0.997095,unclear,0,No evidence sentence available.,
27967330,neutral,1.000000,unclear,0,No evidence sentence available.,
27273461,supportive,0.997951,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",Coadministration of oral isavuconazole (100 mg once daily) with oral rifampin (600 mg once daily; CYP3A4 inducer) decreased isavuconazole area under the concentration-time curve (AUCτ ) during a dosing interval by 90% and maximum concentration (Cmax ) by 75%.
39133029,supportive,0.999997,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","The coadministration of 400 mg of vatiquinone with 600 mg of rifampin (a CYP3A4 inducer) resulted in decreased vatiquinone Cmax and AUC0-inf by approximately 0.64- and 0.54-fold, respectively."
37005376,neutral,0.999905,unclear,0,No evidence sentence available.,
36107220,neutral,0.930285,unclear,0,No evidence sentence available.,
37650778,supportive,0.997095,unclear,0,No evidence sentence available.,
29610665,neutral,1.000000,unclear,0,No evidence sentence available.,
27538915,neutral,0.934286,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive","In humans, tamoxifen is metabolized primarily by CYP3A4 and CYP2D6, and multiple-day treatment with rifampin decreased tamoxifen exposure by 6.2-fold."
40996351,supportive,0.997095,unclear,0,No evidence sentence available.,
41326256,supportive,0.999999,unclear,0,No evidence sentence available.,
36709977,opposing,1.000000,unclear,0,No evidence sentence available.,
15969931,opposing,1.000000,unclear,0,Conflicting cues with no dominant stance signal.,"The effects of micafungin on cytochrome P450 3A4 (CYP3A4) metabolic and multidrug resistance protein 1 (MDR1) transport activities were investigated and compared with those of amphotericin B and four azole antifungal drugs (ketoconazole, itraconazole, fluconazole and miconazole). || The effects of micafungin on cytochrome P450 3A4 (CYP3A4) metabolic and multidrug resistance protein 1 (MDR1) transport activities were investigated and compared with those of amphotericin B and four azole antifungal drugs (ketoconazole, itraconazole, fluconazole and miconazole). || It is suggested that micafungin and amphotericin B would be unlikely to cause drug-drug interactions by inhibition of CYP3A4 and MDR1."
37515369,supportive,0.999978,unclear,0,No evidence sentence available.,
16205037,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","On the other hand, no inhibition of CYP activities except for CYP3A4 activity by micafungin is observed in vitro, and the blood concentrations of cyclosporine and tacrolimus are not affected by coadministration of micafungin in vivo, suggesting that micafungin would not cause clinically significant interactions with drugs that are metabolized by CYPs via the inhibition of metabolism."
33677444,opposing,0.999987,supportive,1,"supportive=1, opposing=0, neutral=0; dominant=supportive","We also show that hematologists react to risk perception by replacing posaco-nazole with antifungals like micafungin or isavuconazole, which lack a strong inhibition of CYP3A4 and fail to modify midostaurin pharmacokinetics but are not formally recommended in these settings."
24997317,neutral,0.999856,unclear,0,No evidence sentence available.,
27639091,neutral,0.999998,neutral,0,"supportive=0, opposing=0, neutral=2; dominant=neutral","METHODS: Since the prominent role in clonazepam nitro-reduction and acetylation of 7-amino-clonazepam is assigned to CYP3A and N-acetyl transferase 2 enzymes, respectively, the association between the patients' CYP3A status (CYP3A5 genotype, CYP3A4 expression) or N-acetyl transferase 2 acetylator phenotype and clonazepam metabolism (plasma concentrations of clonazepam and 7-amino-clonazepam) was evaluated in 98 psychiatric patients suffering from schizophrenia or bipolar disorders."
23153054,neutral,0.954459,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Hepatic intrinsic clearance (CLint,h) of six CYP3A4 substrates (alprazolam, clonazepam, diltiazem, midazolam, nifedipine, and quinidine), covering a wide range of clearance, in monkeys correlated well with that cited in literature for humans (R = 0.90) with a simple equation of Y = 0.165X (Y: human CLint,h, X: monkey CLint,h, represented in mL/min/kg)."
17713972,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","With regard to the necessary coadministration with low-dose ritonavir as a potent CYP3A4 inhibitor, coadministration of other substrates of CYP3A4 with darunavir/ritonavir requires caution or is even contraindicated."
34989180,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","This phase 1, fixed-sequence, open-label, crossover trial (ClinicalTrials.gov identifier NCT03173170) investigated the effect of itraconazole, a potent CYP3A4 inhibitor, on felcisetrag pharmacokinetics in healthy adults."
32459872,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",The current study shows that itraconazole's effect on rovatirelin pharmacokinetics is mediated through inhibition of CYP3A4/5 and intestinal P-gp.
29989304,neutral,0.999999,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","We investigated whether an individual's baseline in vivo CYP3A4 activity, assessed using the oral midazolam (MDZ) probe, could be used to predict the magnitude of drug-drug interaction between tacrolimus and the potent CYP3A4 inhibitor itraconazole."
29381826,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","AIMS: We investigated the effects of a strong CYP3A4 inhibitor (itraconazole) or inducer (rifampicin) on the pharmacokinetics of the epidermal growth factor receptor-tyrosine kinase inhibitor osimertinib, in patients with advanced non-small cell lung cancer in two Phase I, open-label, two-part clinical studies."
34153224,opposing,0.998963,unclear,0,No evidence sentence available.,
31306750,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","The model can then distinguish the interplay between dissolution and first pass extraction and how in vivo stomach pH, saturation of gut PgP, and saturation or inhibition of gut CYP3A4, will impact the pharmacokinetics of acalabrutinib."
41673329,neutral,0.999933,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Finally, acalabrutinib and finerenone were evaluated for binding to cytochrome P450 3A4 (CYP3A4) by molecular docking, yielding binding energies of -2.36 and -2.19 kcal/mol, respectively."
27312150,supportive,0.999734,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Inhibition of nine forms of cytochrome P450 (CYP3A4, CYP1A2, CYP2A6, CYP2B6, CYP2C8, CYP2C19, CYP2C9, CYP2D6 and CYP2E1) by 12 isoflavonoids (daidzein, genistein, biochanin A, formononetin, glycitein, equol and six glucosides, daidzin, puerarin, genistin, sissotrin, ononin and glycitin) was studied systematically. || Potent inhibition of CYP3A4 was observed also with biochanin A (Ki of 57.69 ± 2.36 μmol/l) and equol (Ki of 38.47 ± 2.32 μmol/l)."
31453781,supportive,0.998453,unclear,0,No evidence sentence available.,
16855053,neutral,0.999998,unclear,0,Conflicting cues with no dominant stance signal.,"In five of the six HLMs used, the percentage inhibition with ticlopidine and ketoconazole in the same incubation correlated with the combined % TNRs for CYP2B6 and CYP3A4. || In five of the six HLMs used, the percentage inhibition with ticlopidine and ketoconazole in the same incubation correlated with the combined % TNRs for CYP2B6 and CYP3A4."
23361846,neutral,1.000000,unclear,0,Conflicting cues with no dominant stance signal.,A preliminary clinical investigation with the CYP3A4/5 substrate probe alfentanil established that ticlopidine did not inhibit intestinal or hepatic CYP3A4/5.
25022720,supportive,1.000000,supportive,0,"supportive=2, opposing=0, neutral=1; dominant=supportive","This study evaluated the influence of P-glycoprotein (P-gp) inhibition (single-dose rifampicin) and simultaneous cytochrome P450 3A4 (CYP3A4)/P-gp induction (multiple-dose rifampicin) on lenvatinib pharmacokinetics. || This study evaluated the influence of P-glycoprotein (P-gp) inhibition (single-dose rifampicin) and simultaneous cytochrome P450 3A4 (CYP3A4)/P-gp induction (multiple-dose rifampicin) on lenvatinib pharmacokinetics. || Multiple-dose rifampicin (simultaneous P-gp and CYP3A4 induction) decreased lenvatinib AUC0-∞ (total: 18 %; free: 9 %). || CONCLUSION: Lenvatinib exposure was increased by P-gp inhibition; however, based on free concentrations, simultaneous P-gp and CYP3A4 induction results met the prespecified bioequivalence 90 % confidence interval."
32067158,neutral,0.999967,neutral,0,"supportive=1, opposing=0, neutral=3; dominant=neutral","BACKGROUND AND OBJECTIVE: Lenvatinib is a multikinase inhibitor that inhibits enzyme activity but induces gene expression of cytochrome P450 3A4 (CYP3A4), an important enzyme for drug metabolism. || We evaluated the impact of lenvatinib on CYP3A4 using midazolam as a probe substrate in patients with advanced solid tumors."
10752674,supportive,0.942458,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","We found that CYP3A4 catalyzes the N-dealkylation of bromperidol and its metabolite, reduced bromperidol. || CYP3A4 also catalyzes the dehydration of bromperidol to bromperidol 1,2,3,6-tetrahydropyridine, metabolizes bromperidol to bromperidol pyridinium, and catalyzes the oxidation of reduced bromperidol back to bromperidol."
10463320,neutral,0.995598,neutral,0,"supportive=1, opposing=0, neutral=2; dominant=neutral","RATIONALE: A previously reported pharmacokinetic interaction between bromperidol and carbamazepine, an inducer of cytochrome P450 (CYP) 3A4, suggests possible involvement of CYP3A4 in the metabolism of bromperidol. || OBJECTIVE: We investigated pharmacokinetic interaction between bromperidol and itraconazole, a potent inhibitor of CYP3A4, to clarify the involvement of CYP3A4 in the metabolism of bromperidol and its reduced metabolite. || OBJECTIVE: We investigated pharmacokinetic interaction between bromperidol and itraconazole, a potent inhibitor of CYP3A4, to clarify the involvement of CYP3A4 in the metabolism of bromperidol and its reduced metabolite. || This study provides in vivo evidence of involvement of CYP3A4 in the metabolism of bromperidol and reduced bromperidol."
9592806,neutral,0.986479,supportive,1,"supportive=2, opposing=0, neutral=1; dominant=supportive","To clarify the involvement of cytochromeP450 (CYP) 3A4 in the metabolism of haloperidol and bromperidol in humans, the effects of itraconazole, a potent inhibitor of CYP3A4, on steady-state plasma concentrations of both drugs and their reduced metabolites were investigated using 21 schizophrenic patients. || To clarify the involvement of cytochromeP450 (CYP) 3A4 in the metabolism of haloperidol and bromperidol in humans, the effects of itraconazole, a potent inhibitor of CYP3A4, on steady-state plasma concentrations of both drugs and their reduced metabolites were investigated using 21 schizophrenic patients. || Thus, this study suggests that itraconazole inhibits the metabolism of haloperidol and bromperidol, and that CYP3A4 is involved in the metabolism of both drugs."
9597349,opposing,1.000000,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","Nefazodone is a potent inhibitor of CYP3A4 and is therefore absolutely contraindicated with concurrent administration of terfenadine, astemizole, and cisapride."
11452240,supportive,0.999988,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",CONCLUSIONS: A single glass of grapefruit juice produced an individual-dependent variable increase in the systemic availability of cisapride by inhibition of intestinal cytochrome P450 3A4 (CYP3A4) activity. || The identical volume of red wine caused only minor changes in cisapride pharmacokinetics despite some inhibition of CYP3A4 in most individuals.
20945304,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","This unit describes methods for measuring CYP3A4 activity using testosterone as a specific substrate, and for measuring CYP3A4 inhibition using ketoconazole as a selective inhibitor of testosterone oxidation."
14712470,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",Dextro- and levo-KTZ exhibited modest enantioselective differences with respect to CYP3A4 inhibition of testosterone and methadone metabolism.
15608130,supportive,0.999990,supportive,0,"supportive=2, opposing=0, neutral=0; dominant=supportive","Using commercially available [1,2,6,7-(3)H]testosterone as substrate, we demonstrated that the reaction is NADPH-dependent, and sensitive to CYP3A4/5/5 inhibitors and a CYP3A4/5/5-specific inhibitory monoclonal antibody, but not to inhibitors of or antibodies against other P450 enzymes. || This assay thus represents a high-throughput version of the classical testosterone 6beta-hydroxylation assay, which is the most widely used method to assess the potential for CYP3A4/5 inhibition of new chemical entities."
40084278,neutral,0.938389,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Utilizing network pharmacology, the core targets of salidroside in enhancing testosterone secretion were further investigated, revealing the involvement of AMACR, CYP3A4, ECHS1, HSD17B10, MPO, and TYR."
28774812,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","glabra showed moderate inhibitory effects against CYP2B6, CYP2C8, CYP2C9, and CYP2C19, and weak inhibition against CYP3A4 (testosterone)."
36342224,neutral,0.999856,unclear,0,No evidence sentence available.,
26899743,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Dose-dependent inhibition of CYP3A4-mediated conversion of the model compound, testosterone, to its major metabolite, 6β-hydroxy testosterone was noted."
32432949,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",The potential mechanism may be due to the inhibition of CYP3A4 by curcumin.
17433521,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Curcumin showed a competitive type of inhibition towards CYP1A2, CYP3A4 and CYP2B6, whereas a non-competitive type of inhibition was observed with respect to CYP2D6 and CYP2C9."
25300360,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive","Mechanism studies revealed that CYP3A4 was markedly activated by curcumin metabolites, which apparently overrode the inhibition effects of curcumin on P-gp."
38909836,supportive,1.000000,unclear,0,Conflicting cues with no dominant stance signal.,"This study investigated the interaction of cobicistat with the target protein, drug-metabolizing cytochrome P450 3A4 (CYP3A4), at the molecular level using spectral, kinetic, functional, and structural approaches. || The newly determined 2.5 Å crystal structure of cobicistat-bound CYP3A4 suggests that these changes arise from the inability of cobicistat to H-bond to the active site S119 and establish multiple stabilizing contacts with the F-F' connecting fragment, which becomes disordered upon steric clashing with the bulky morpholine moiety. || Neither this nor control K266A mutation changed the extent of time-dependent inhibition of CYP3A4 by cobicistat and ritonavir, suggesting the existence of alternative inactivation mechanism(s)."
38010591,neutral,0.999933,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral",A second study evaluated the effect of the CYP3A4 inhibitor cobicistat on the pharmacokinetics of esmethadone.
34934565,neutral,0.999998,unclear,0,No evidence sentence available.,
20590587,supportive,0.998644,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",Blocking CYP3A4 (with ketoconazole) tripled oxymorphone AUC(infinity) and reduced noroxycodone and noroxymorphone AUCs by 80%.
17595308,opposing,0.999824,opposing,0,"supportive=0, opposing=1, neutral=0; dominant=opposing","Due to extensive liver metabolism, oral oxymorphone is contraindicated in patients with moderate-to-severe hepatic impairment; however, no clinically significant CYP3A4, 2C9, or 2D6 mediated drug-drug interactions have been noted."
30676743,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","This study investigated the interaction of recombinant CYP3A4 with a nonspecific inhibitor metyrapone, antifungal drug fluconazole, and protease inhibitor phenylmethanesulfonyl fluoride (PMSF)."
10219967,supportive,0.998909,unclear,0,No directional cues detected in evidence.,"Metyrapone and sulfinpyrazone induced CYP3A4-dependent reporter gene expression, but induction was not enhanced by the glucocorticoid receptor."
10611146,supportive,0.999309,unclear,0,No directional cues detected in evidence.,"The pregnane X receptor (PXR), which has recently been shown to mediate the transcriptional induction of CYP3A4 expression in response to rifampicin, was activated by metyrapone in CV-1 cells transiently cotransfected with an expression vector encoding the human PXR and a reporter construct containing the everted repeat sequence that confers CYP3A4 induction responsiveness to inducers within its promoter."
22113809,neutral,0.999991,unclear,0,No evidence sentence available.,
15135088,neutral,0.999898,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","The effects of antifungals: bifonazole, econazole, clotrimazole, ketoconazole, miconazole; CNS-active drugs: chlorpromazine, desipramine, fluphenazine, thioridazine; and the non-steroidal anti-inflammatory drug: diclofenac were investigated on the enzyme activities selective for CYP2A6, CYP2C9, CYP2C19, CYP2E1 and CYP3A4."
32786546,neutral,0.999933,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","Standardized extracts from nine medicinal plants (Bauhinia forficata, Cecropia glaziovii, Cimicifuga racemosa, Cynara scolymus, Echinacea sp., Ginkgo biloba, Glycine max, Ilex paraguariensis, and Matricaria recutita) were evaluated for their potential interactions mediated by CYP3A4 and CYP2D6 enzymes."
15548231,neutral,0.999999,unclear,0,No evidence sentence available.,
15621332,neutral,0.999999,neutral,0,"supportive=0, opposing=0, neutral=1; dominant=neutral","This review provides an account of recent developments arising from a database that defined human variability in phase I metabolism (CYP1A2, CYP2A6, CYP2C9, CYP2C19, CYP2D6, CYP2E1, CYP3A4, hydrolysis, alcohol dehydrogenase), phase II metabolism (N-acetyltransferases, glucuronidation, glycine conjugation, sulphation) and renal excretion."
23773422,neutral,1.000000,neutral,0,"supportive=0, opposing=0, neutral=3; dominant=neutral","The objective of this study was to evaluate the prevalence and clinical consequences of potential drug-drug interactions of clopidogrel with drugs affecting CYP3A4 activity. || METHODS: Co-administrations of clopidogrel together with well-established CYP3A4 inhibitors, CYP3A4 inducers, and atorvastatin were investigated in a population-based pharmacoepidemiological study utilizing data from the national healthcare registers and in more detail from a university hospital register in Finland."
27904973,supportive,0.998077,unclear,0,No evidence sentence available.,
32970826,supportive,0.998077,unclear,0,No evidence sentence available.,
20980920,supportive,0.999999,unclear,0,No directional cues detected in evidence.,"John's wort (SJW), a CYP2C19 and CYP3A4 inducer, enhances the pharmacodynamic response of clopidogrel."
21568918,supportive,0.999622,supportive,0,"supportive=1, opposing=0, neutral=0; dominant=supportive",PPIs might diminish the antiplatelet effects and the clinical effectiveness of clopidogrel possibly through inhibition of CYP2C19 and CYP3A4 isoenzymes.
